,tags,Allen_electronegativity_A,E_vacum_level_A,gap_dir_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,gap_dir_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type,Ecc,Evv,Ecv,Etotal,Allen_elec_diff,Ecc_Ecv_diff,Type_Allen_010,Type_Allen_010_diff_06,A-CBM,A-VBM,B-CBM,B-VBM,A-band gap,B-band gap,Low X(H2),Low X(O2)
4,Sb-2dm-3356/NiS2-2dm-5509,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,Type-II_A,1.6654,0.9268999999999998,0.16859999999999964,2.7608999999999995,-0.342275385,1.4968000000000004,Z-scheme_A,Z-scheme_A,,,,,,,,
5,Sb-2dm-3356/SnS2-2dm-3203,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.471341946,2.858,FALSE,-5.0142,-7.4137,3.679803,3.679803355,22.955682,90,90,120.0000058,Type-II_A,1.5698999999999996,2.1354000000000006,0.2641,3.9694000000000003,-0.48640905,1.3057999999999996,Z-scheme_A,Z-scheme_A,,,,,,,,
2882,SnO2-2dm-5126/GaN-2dm-2992,3.354923347,2.522,FALSE,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90,90,60.00000017,2.732714166,1.291,FALSE,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,Type-II_B,2.8964000000000003,3.6164999999999994,0.5649999999999995,7.0779,0.6222091810000001,2.331400000000001,Z-scheme_B,Z-scheme_B,-6.384733,-10.266717,-2.625805,-6.443314,3.881984,3.817509,1.815,4.021
28,Sb-2dm-3356/PtO2-2dm-4178,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.812333403,2.284,FALSE,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90,90,119.9999881,Type-II_A,1.6836000000000002,3.128400000000001,0.15039999999999942,4.962400000000001,-0.827400507,1.5332000000000008,Z-scheme_A,Z-scheme_A,,,,,,,,
30,Sb-2dm-3356/Sn(PS3)2-2dm-5267,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.496801214,2.698,FALSE,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90,90,59.99999857,Type-II_A,1.2755,1.8576000000000006,0.5584999999999996,3.6916,-0.511868318,0.7170000000000005,Z-scheme_A,Z-scheme_A,,,,,,,,
47,Sb-2dm-3356/AgBrO4-2dm-4961,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,Type-II_A,1.3148,2.7942,0.5191999999999997,4.6282,-1.112703781,0.7956000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
57,Sb-2dm-3356/SnSe2-2dm-4715,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.322136442,2.62,FALSE,-5.1507,-6.59,3.851815,3.851815061,23.192878,90,90,119.9999909,Type-II_A,1.7063999999999995,1.3117,0.12760000000000016,3.1456999999999997,-0.337203546,1.5787999999999993,Z-scheme_A,Z-scheme_A,,,,,,,,
58,Sb-2dm-3356/Bi2Te2S-2dm-4461,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.222796212,3.336,FALSE,-4.6796,-5.4512,4.251572,4.251741,26.487177,90,90,90,Type-II_A,1.2352999999999996,0.17290000000000028,0.5987,2.0069,-0.237863316,0.6365999999999996,Z-scheme_A,Z-scheme_A,,,,,,,,
63,Sb-2dm-3356/BiIO-2dm-3710,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.77269196,3.812,FALSE,-4.6628,-6.9529,4.012014,4.012014,26.221992,90,90,90,Type-II_A,1.2184999999999997,1.6745999999999999,0.6154999999999999,3.5085999999999995,-0.787759064,0.6029999999999998,Z-scheme_A,Z-scheme_A,,,,,,,,
65,Sb-2dm-3356/CuSe2Br-2dm-4942,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.400343043,1.792,FALSE,-4.6723,-6.3575,4.908693,7.754917,23.08857,90,90,90,Type-II_A,1.2279999999999998,1.0792000000000002,0.6059999999999999,2.9132,-0.415410147,0.6219999999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
68,Sb-2dm-3356/Br-2dm-5522,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.68516788,1.195,FALSE,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Type-II_A,1.6028000000000002,2.2048000000000005,0.2311999999999994,4.0388,-0.700234984,1.3716000000000008,Z-scheme_A,Z-scheme_A,,,,,,,,
70,Sb-2dm-3356/SbBrO-2dm-4701,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Type-II_A,1.4863,2.2072000000000003,0.3476999999999997,4.0412,-0.916093014,1.1386000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
7822,AuO2F-2dm-4797/TeRhCl-2dm-3467,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,2.152458376,2.769,TRUE,-4.1485,-6.4446,3.673267,6.644511,22.711027,90,90,90,Type-II_B,1.5686,1.5542999999999996,0.7275,3.8503999999999996,1.0224469900000002,0.8411,Z-scheme_B,Z-scheme_B,-6.156528,-8.423578,-4.613399,-6.975951,2.26705,2.362552,-0.113,2.754
7795,AuO2F-2dm-4797/HfTeSe4-2dm-4723,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,2.276049764,2.42,FALSE,-4.4662,-6.0393,3.852288,6.821241,23.212728,90,90,90,Type-II_B,1.2509000000000006,1.9596,0.3221999999999996,3.5327,0.8988556019999998,0.9287,Z-scheme_B,Z-scheme_B,-6.131344,-8.485932,-4.950028,-6.511154,2.354588,1.561126,-0.378,2.816
82,Sb-2dm-3356/BiBrO-2dm-3406,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,Type-II_A,1.2709000000000001,2.7773000000000003,0.5630999999999995,4.6113,-0.923847981,0.7078000000000007,Z-scheme_A,Z-scheme_A,,,,,,,,
88,Sb-2dm-3356/PdCl2-2dm-3243,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.366052932,2.159,FALSE,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,Type-II_A,1.6300999999999997,2.3315,0.20389999999999997,4.1655,-0.381120036,1.4261999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
91,Sb-2dm-3356/CuSe2Cl-2dm-4225,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.446860134,1.775,FALSE,-4.6957,-6.4044,4.911456,7.666946,22.779884,90,90,90,Type-II_A,1.2514000000000003,1.1261,0.5825999999999993,2.9600999999999997,-0.461927238,0.6688,Z-scheme_A,Z-scheme_A,,,,,,,,
107,Sb-2dm-3356/HfS2-2dm-3834,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.349473434,2.466,FALSE,-4.9353,-7.0287,3.633023,3.633023068,22.876961,90,90,120.0000085,Type-II_A,1.4909999999999997,1.7504,0.34299999999999997,3.5843999999999996,-0.364540538,1.1479999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
108,Sb-2dm-3356/HfSe2-2dm-4424,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.199626883,2.322,FALSE,-4.8264,-6.1361,3.76173,3.761729357,23.150314,90,90,120.0000057,Type-II_A,1.3820999999999994,0.8578000000000001,0.4519000000000002,2.6917999999999997,-0.214693987,0.9301999999999992,Z-scheme_A,Z-scheme_A,,,,,,,,
129,Sb-2dm-3356/SbClO-2dm-4179,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,1.3370999999999995,2.4161,0.4969000000000001,4.2501,-0.997624224,0.8401999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
4908,AuClO2-2dm-3945/TaI2O-2dm-3609,2.848545305,1.873,FALSE,-5.5614,-7.5309,3.884086,7.280273,22.803907,90,90,90,2.537340221,2.642,FALSE,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90,90,Type-II_B,1.6883999999999997,1.8380999999999998,0.13140000000000018,3.6578999999999997,0.311205084,1.5569999999999995,Z-scheme_B,Z-scheme_B,-6.029855,-8.019962,-4.416845,-6.320914,1.990107,1.904069,0.27,2.35
161,MoSe2-2dm-3409/TiO2-2dm-3816,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,Type-II_A,1.5715000000000003,3.7927,0.4125999999999994,5.7768,-1.10059314,1.158900000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
166,MoSe2-2dm-3409/TiNF-2dm-3400,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,3.283379526,2.432,TRUE,-5.5224,-7.2131,3.051295,3.952744,24.334873,90,90,90,Type-II_A,1.7884000000000002,1.495,0.19569999999999954,3.4791,-1.156593821,1.5927000000000007,Z-scheme_A,Z-scheme_A,,,,,,,,
11523,AuBrO2-2dm-4476/TaI2O-2dm-3609,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,2.537340221,2.642,FALSE,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90,90,Type-II_B,1.5935999999999995,1.5492,0.2262000000000004,3.3689999999999998,0.265938067,1.367399999999999,Z-scheme_B,Z-scheme_B,-5.769865,-7.568517,-4.157508,-6.11116,1.798652,1.953652,0.382,1.899
8506,SbBrO-2dm-4701/CuI-2dm-3638,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.7339,1.9134000000000002,0.6414999999999997,5.2888,0.6460852699999999,2.0924000000000005,Z-scheme_B,Z-scheme_B,-5.61007,-8.152459,-2.663326,-5.861934,2.542389,3.198608,1.777,2.386
187,MoSe2-2dm-3409/AuClO2-2dm-3945,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.848545305,1.873,FALSE,-5.5614,-7.5309,3.884086,7.280273,22.803907,90,90,90,Type-II_A,1.8274,1.8128000000000002,0.15669999999999984,3.7969,-0.7217596,1.6707,Z-scheme_A,Z-scheme_A,,,,,,,,
202,MoSe2-2dm-3409/WF5-2dm-4702,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,1.9405000000000001,1.7509000000000006,0.0436,3.7350000000000003,-1.792715571,1.8969000000000005,Z-scheme_A,Z-scheme_A,,,,,,,,
210,MoSe2-2dm-3409/SnSe2-2dm-4715,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.322136442,2.62,FALSE,-5.1507,-6.59,3.851815,3.851815061,23.192878,90,90,119.9999909,Type-II_A,1.4166999999999996,0.8719000000000001,0.5674000000000001,2.856,-0.195350737,0.8492999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
215,MoSe2-2dm-3409/AuO2F-2dm-4797,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,Type-II_A,1.9831000000000003,2.2808,0.001,4.2649,-1.048119661,1.9821000000000009,Z-scheme_A,Z-scheme_A,,,,,,,,
221,MoSe2-2dm-3409/Br-2dm-5522,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.68516788,1.195,FALSE,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Type-II_A,1.3131000000000004,1.7650000000000006,0.6709999999999994,3.7491000000000003,-0.558382175,0.6421,Z-scheme_A,Z-scheme_A,,,,,,,,
241,MoSe2-2dm-3409/PdCl2-2dm-3243,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.366052932,2.159,FALSE,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,Type-II_A,1.3403999999999998,1.8917000000000002,0.6436999999999999,3.8758,-0.239267227,0.6966999999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
277,MoSe2-2dm-3409/AuBrO2-2dm-4476,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,1.7325999999999997,1.5239000000000003,0.25150000000000006,3.508,-0.676492583,1.4810999999999996,Z-scheme_A,Z-scheme_A,,,,,,,,
296,MoSe2-2dm-3409/TiBrN-2dm-3460,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.57540809,2.896,TRUE,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Type-II_A,1.6948999999999996,1.2461000000000002,0.2892000000000001,3.2302,-0.448622385,1.4056999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
300,MoSe2-2dm-3409/TiNCl-2dm-3655,2.126785705,3.111,TRUE,-3.734,-5.7181,3.295154,3.29515307,23.345233,90,90,120.0000093,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,1.8533999999999997,1.4151000000000007,0.13070000000000004,3.3992000000000004,-0.537211499,1.7226999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
339,MoS2-2dm-3150/AuClO2-2dm-3945,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,2.848545305,1.873,FALSE,-5.5614,-7.5309,3.884086,7.280273,22.803907,90,90,90,Type-II_A,1.4408000000000003,1.1791999999999998,0.7903000000000002,3.4103000000000003,-0.599485655,0.6505000000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
354,MoS2-2dm-3150/WF5-2dm-4702,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,1.5539000000000005,1.1173000000000002,0.6772,3.3484000000000007,-1.670441626,0.8767000000000005,Z-scheme_A,Z-scheme_A,,,,,,,,
357,MoS2-2dm-3150/TiMn2O6-2dm-4397,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,3.081371048,2.211,FALSE,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90,90,100.9309837,Type-II_A,2.1257,3.2350000000000003,0.10540000000000038,5.466100000000001,-0.832311398,2.0202999999999998,Z-scheme_A,Z-scheme_A,,,,,,,,
367,MoS2-2dm-3150/AuO2F-2dm-4797,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,Type-II_A,1.5965000000000007,1.6471999999999998,0.6345999999999998,3.8783000000000003,-0.925845716,0.9619000000000009,Z-scheme_A,Z-scheme_A,,,,,,,,
452,MoS2-2dm-3150/TiNCl-2dm-3655,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,1.4668,0.7815000000000003,0.7643000000000004,3.012600000000001,-0.414937554,0.7024999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
456,MoS2-2dm-3150/CuClO2-2dm-5076,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,2.1504000000000003,1.6418,0.0807,3.8729000000000005,-0.678799571,2.0697,Z-scheme_A,Z-scheme_A,,,,,,,,
458,MoS2-2dm-3150/V2CoO6-2dm-3124,2.24905965,3.384,TRUE,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90,90,120.0000049,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,1.9861000000000004,2.3289,0.2450000000000001,4.5600000000000005,-0.81680803,1.7411000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
464,ZnO-2dm-3277/TiO2-2dm-3816,2.988136719,0.766,TRUE,-2.8991,-6.184,3.289099,3.289098999,20.634921,90,90,120.0000101,3.227378845,2.09,FALSE,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,Type-II_A,2.4064000000000005,3.3267999999999995,0.8784999999999998,6.6117,-0.239242126,1.5279000000000007,Z-scheme_A,Z-scheme_A,,,,,,,,
469,ZnO-2dm-3277/TiNF-2dm-3400,2.988136719,0.766,TRUE,-2.8991,-6.184,3.289099,3.289098999,20.634921,90,90,120.0000101,3.283379526,2.432,TRUE,-5.5224,-7.2131,3.051295,3.952744,24.334873,90,90,90,Type-II_A,2.6233000000000004,1.0290999999999997,0.6616,4.314,-0.295242807,1.9617000000000004,Z-scheme_A,Z-scheme_A,,,,,,,,
9220,Bi2Se3-2dm-4453/Mn(BiTe2)2-2dm-3199,2.308254936,3.465,FALSE,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,2.066144252,4.69,FALSE,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,Type-II_B,1.1480000000000001,1.1812999999999994,0.2751000000000001,2.6043999999999996,0.24211068400000002,0.8729,Z-scheme_B,Z-scheme_B,-5.570069,-6.769128,-4.26153,-5.626891,1.199059,1.365361,-1.03,-0.043
505,ZnO-2dm-3277/WF5-2dm-4702,2.988136719,0.766,TRUE,-2.8991,-6.184,3.289099,3.289098999,20.634921,90,90,120.0000101,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,2.7754000000000003,1.2850000000000001,0.5095000000000001,4.5699000000000005,-0.931364557,2.2659000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
518,ZnO-2dm-3277/AuO2F-2dm-4797,2.988136719,0.766,TRUE,-2.8991,-6.184,3.289099,3.289098999,20.634921,90,90,120.0000101,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,Type-II_A,2.8180000000000005,1.8148999999999997,0.46689999999999987,5.0998,-0.186768647,2.3511000000000006,Z-scheme_A,Z-scheme_A,,,,,,,,
520,ZnO-2dm-3277/Ca3SiBr2-2dm-4523,2.988136719,0.766,TRUE,-2.8991,-6.184,3.289099,3.289098999,20.634921,90,90,120.0000101,2.248722003,1.607,FALSE,-1.5932,-2.9143,4.531034,5.828534,24.856391,90,90,90,Type-II_B,1.3058999999999998,3.2697000000000003,0.015200000000000102,4.5908,0.7394147159999997,1.2906999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
605,ZnO-2dm-3277/LiCuO-2dm-4132,2.988136719,0.766,TRUE,-2.8991,-6.184,3.289099,3.289098999,20.634921,90,90,120.0000101,2.814449185,1.002,FALSE,-1.1053,-3.6189,3.511792,5.08079,21.896555,90,90,90,Type-II_B,1.7937999999999998,2.5651,0.7198000000000002,5.0787,0.17368753399999992,1.0739999999999996,Z-scheme_B,Z-scheme_B,,,,,,,,
655,TeO2-2dm-3164/WF5-2dm-4702,3.246843171,3.837,TRUE,-4.2541,-6.4641,3.343942,3.344297,24.161191,90,90,90,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,1.4203999999999999,1.0049000000000001,0.7896000000000001,3.2149,-0.672658105,0.6307999999999998,Z-scheme_A,Z-scheme_A,,,,,,,,
667,TeO2-2dm-3164/Sr(SnAs)2-2dm-4761,3.246843171,3.837,TRUE,-4.2541,-6.4641,3.343942,3.344297,24.161191,90,90,90,1.988757921,3.24,FALSE,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90,90,59.9999839,Type-II_B,1.0193000000000003,1.8079999999999998,0.40200000000000014,3.2293000000000003,1.2580852500000002,0.6173000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
695,TeO2-2dm-3164/CuI-2dm-4972,3.246843171,3.837,TRUE,-4.2541,-6.4641,3.343942,3.344297,24.161191,90,90,90,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.0194,0.9117000000000006,1.2982999999999993,4.2294,0.991456243,0.7211000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
729,TeO2-2dm-3164/CuBiO2-2dm-4048,3.246843171,3.837,TRUE,-4.2541,-6.4641,3.343942,3.344297,24.161191,90,90,90,2.85547074,2.148,FALSE,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,Type-II_B,1.8863000000000003,1.5777999999999999,0.6322000000000001,4.0963,0.3913724310000002,1.2541000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
731,TeO2-2dm-3164/KH2N-2dm-3412,3.246843171,3.837,TRUE,-4.2541,-6.4641,3.343942,3.344297,24.161191,90,90,90,2.72879738,0.896,TRUE,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,Type-II_B,3.0098000000000003,1.7248999999999999,0.4851000000000001,5.2198,0.518045791,2.5247,Z-scheme_B,Z-scheme_B,,,,,,,,
734,TeO2-2dm-3164/CuI-2dm-3638,3.246843171,3.837,TRUE,-4.2541,-6.4641,3.343942,3.344297,24.161191,90,90,90,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.0574000000000003,0.8920000000000003,1.3179999999999996,4.2674,0.991902531,0.7394000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
766,NiS2-2dm-5509/WSe2-2dm-3594,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.124274421,3.072,TRUE,-3.3544,-5.4683,3.294968,3.29496714,23.362456,90,90,120.0000086,Type-II_B,1.7553,0.7368999999999994,0.35860000000000003,2.8507999999999996,0.2029338599999999,1.3967,Z-scheme_B,Z-scheme_B,-5.418164,-6.516229,-4.054266,-5.978848,1.098065,1.924582,0.476,0.846
779,NiS2-2dm-5509/Te2Mo-2dm-5370,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,1.938647658,3.768,TRUE,-3.574,-5.1733,3.520389,3.520388486,23.619353,90,90,119.9999954,Type-II_B,1.5357000000000003,1.0318999999999994,0.0636,2.6311999999999998,0.3885606229999998,1.4721000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
791,NiS2-2dm-5509/Te3As2-2dm-5359,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.178027318,3.838,TRUE,-4.1632,-5.1666,4.036619,4.036618731,27.303248,90,90,59.9999896,Type-II_B,0.9465000000000003,1.0385999999999997,0.0569,2.042,0.14918096300000006,0.8896000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
808,NiS2-2dm-5509/As-2dm-3312,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.210777757,1.771,FALSE,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90,90,59.99999675,Type-II_B,1.5339,0.39839999999999964,0.6970999999999998,2.6293999999999995,0.11643052400000009,0.8368000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
811,NiS2-2dm-5509/Al2Te5-2dm-4985,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.091396898,2.677,FALSE,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90,90,104.5753164,Type-II_B,1.6220000000000003,0.7634999999999996,0.33199999999999985,2.7175,0.2358113829999997,1.2900000000000005,Z-scheme_B,Z-scheme_B,,,,,,,,
850,NiS2-2dm-5509/AuI-2dm-3495,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,2.3107,0.7708999999999993,0.3246000000000002,3.4061999999999997,0.2095508829999999,1.9861,Z-scheme_B,Z-scheme_B,,,,,,,,
873,NiS2-2dm-5509/GaTe-2dm-3099,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.161103034,3.021,FALSE,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90,90,120.0000034,Type-II_B,1.4933,0.42929999999999957,0.6661999999999999,2.5887999999999995,0.16610524699999996,0.8271000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
887,NiS2-2dm-5509/Cu2WSe4-2dm-3107,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.221085527,1.954,FALSE,-3.7767,-5.803,5.533556,5.533556,22.837891,90,90,90,Type-II_B,1.3330000000000002,0.40219999999999967,0.6932999999999998,2.4284999999999997,0.10612275399999982,0.6397000000000004,Z-scheme_B,Z-scheme_B,,,,,,,,
892,NiS2-2dm-5509/VI2-2dm-3251,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.173133607,2.612,FALSE,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,Type-II_B,2.5587,0.0719,1.0236,3.6541999999999994,0.15407467399999986,1.5351,Z-scheme_B,Z-scheme_B,,,,,,,,
895,NiS2-2dm-5509/Mn(BiTe2)2-2dm-3199,2.327208281,2.605,FALSE,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90,90,59.99998872,2.066144252,4.69,FALSE,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,Type-II_B,1.2433,0.9156999999999993,0.17980000000000018,2.3387999999999995,0.2610640289999999,1.0635,Z-scheme_B,Z-scheme_B,,,,,,,,
