,tags,Allen_electronegativity_A,E_vacum_level_A,gap_dir_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,gap_dir_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type,Ecc,Evv,Ecv,Etotal,Allen_elec_diff,Ecc_Ecv_diff,Type_Allen_010,Type_Allen_010_diff_06,A-CBM,A-VBM,B-CBM,B-VBM,A-band gap,B-band gap,Low X(H2),Low X(O2)
8867,RhBr3-2dm-3618/CuI-2dm-4972,2.356651834,2.164,FALSE,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.1205,1.6921000000000008,1.1971999999999996,5.0098,0.10126490599999993,0.9233000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
8870,RhBr3-2dm-3618/CrO2-2dm-5091,2.356651834,2.164,FALSE,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,2.8209,1.6587999999999994,0.0684,4.5481,-0.714699033,2.7524999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
8906,RhBr3-2dm-3618/CuI-2dm-3638,2.356651834,2.164,FALSE,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.1585,1.6724000000000006,1.2168999999999999,5.0478000000000005,0.10171119399999995,0.9416000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
8929,RhBr3-2dm-3618/CuClO2-2dm-5076,2.356651834,2.164,FALSE,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,1.9158,0.7489999999999997,0.9735000000000005,3.6383,-0.571207387,0.9422999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
8931,RhBr3-2dm-3618/V2CoO6-2dm-3124,2.356651834,2.164,FALSE,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,1.7515,1.4360999999999997,1.1378000000000004,4.3254,-0.709215846,0.6136999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
9006,HfBrN-2dm-4609/CuClO2-2dm-5076,2.579865264,2.721,TRUE,-3.6349,-6.8806,3.559545,4.099471,25.912778,90,90,90,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,2.6361,1.1128999999999998,0.6096000000000004,4.3586,-0.347993957,2.0264999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
9008,HfBrN-2dm-4609/V2CoO6-2dm-3124,2.579865264,2.721,TRUE,-3.6349,-6.8806,3.559545,4.099471,25.912778,90,90,90,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,2.4718,1.7999999999999998,0.7739000000000003,5.0457,-0.486002416,1.6978999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
9078,IrBr3-2dm-3663/TiNCl-2dm-3655,2.396897082,2.064,FALSE,-3.6744,-6.7672,6.412737005,6.412735932,22.782597,90,90,119.9971717,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,1.9129999999999998,0.36600000000000055,1.1798000000000002,3.4588000000000005,-0.267100122,0.7331999999999996,Z-scheme_A,Z-scheme_A,,,,,,,,
9082,IrBr3-2dm-3663/CuClO2-2dm-5076,2.396897082,2.064,FALSE,-3.6744,-6.7672,6.412737005,6.412735932,22.782597,90,90,119.9971717,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,2.5966,1.2263000000000002,0.4962,4.319100000000001,-0.530962139,2.1004,Z-scheme_A,Z-scheme_A,,,,,,,,
9084,IrBr3-2dm-3663/V2CoO6-2dm-3124,2.396897082,2.064,FALSE,-3.6744,-6.7672,6.412737005,6.412735932,22.782597,90,90,119.9971717,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,2.4323,1.9134000000000002,0.6604999999999999,5.0062,-0.668970598,1.7718000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
9098,InBr3-2dm-4040/CrO2-2dm-5091,2.606551592,2.076,FALSE,-4.0907,-8.1432,6.801092,6.80057897,23.172576,90,90,59.99736896,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,3.0854,0.7600999999999996,0.9671000000000003,4.8126,-0.464799275,2.1182999999999996,Z-scheme_A,Z-scheme_A,,,,,,,,
9139,InBr3-2dm-4040/Mn2CrO6-2dm-4419,2.606551592,2.076,FALSE,-4.0907,-8.1432,6.801092,6.80057897,23.172576,90,90,59.99736896,3.036590256,2.287,FALSE,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,Type-II_A,3.3842999999999996,1.294599999999999,0.6682000000000006,5.347099999999999,-0.430038664,2.716099999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
9175,Bi2Se3-2dm-4453/AuI-2dm-3495,2.308254936,3.465,FALSE,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,2.2154000000000003,1.0364999999999993,0.41990000000000016,3.6717999999999997,0.190597538,1.7955,Z-scheme_B,Z-scheme_B,,,,,,,,
7668,Sr(SnAs)2-2dm-4761/Bi2Te2Se-2dm-4819,1.988757921,3.24,FALSE,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90,90,59.9999839,2.183128935,3.721,FALSE,-4.4877,-5.8598,4.304155,4.304156487,27.387606,90,90,60.00000374,Type-II_A,1.2529000000000003,1.2036999999999995,0.1684000000000001,2.625,-0.194371014,1.0845000000000002,Z-scheme_A,Z-scheme_A,-3.873542,-4.767639,-4.56385,-5.930155,0.894097,1.366305,0.566,0.26
71,Sb-2dm-3356/Bi2TeSe2-2dm-4503,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.244189767,3.637,FALSE,-4.7558,-6.4206,4.23207,4.232069387,27.475999,90,90,60.00001084,Type-II_A,1.3114999999999997,1.1423000000000005,0.5225,2.9763,-0.259256871,0.7889999999999997,Z-scheme_A,Z-scheme_A,-3.788777,-5.651513,-4.974116,-6.751267,1.862736,1.777151,0.652,1.081
79,Sb-2dm-3356/Bi2Se3-2dm-4453,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.308254936,3.465,FALSE,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,Type-II_A,1.5701,1.1925,0.2638999999999996,3.0264999999999995,-0.32332204,1.3062000000000005,Z-scheme_A,Z-scheme_A,-3.682689,-5.698534,-5.171861,-6.786579,2.015845,1.614718,0.787,1.117
7676,Sr(SnAs)2-2dm-4761/Bi2Te2S-2dm-3473,1.988757921,3.24,FALSE,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90,90,59.9999839,2.225222601,3.798,FALSE,-4.4736,-5.9164,4.265416,4.265416835,27.069458,90,90,59.99999096,Type-II_A,1.2388000000000003,1.2603,0.1825000000000001,2.6816000000000004,-0.23646468,1.0563000000000002,Z-scheme_A,Z-scheme_A,-3.600915,-4.783768,-4.461899,-6.147299,1.182853,1.6854,0.929,0.477
9231,Bi2Se3-2dm-4453/CuClO2-2dm-5076,2.308254936,3.465,FALSE,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,1.2565999999999997,1.5227000000000004,0.19979999999999976,2.9791,-0.619604285,1.0568,Z-scheme_A,Z-scheme_A,,,,,,,,
9233,Bi2Se3-2dm-4453/V2CoO6-2dm-3124,2.308254936,3.465,FALSE,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,1.0922999999999998,2.2098000000000004,0.36409999999999965,3.6662,-0.757612744,0.7282000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
9242,B2S3-2dm-3796/CuI-2dm-4972,2.483401917,1.474,TRUE,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90,90,59.99999458,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.0198,1.5922,1.2978999999999994,4.9098999999999995,0.22801498900000006,0.7219000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
9281,B2S3-2dm-3796/CuI-2dm-3638,2.483401917,1.474,TRUE,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90,90,59.99999458,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.0578000000000003,1.5724999999999998,1.3175999999999997,4.9479,0.22846127700000007,0.7402000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
9304,B2S3-2dm-3796/CuClO2-2dm-5076,2.483401917,1.474,TRUE,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90,90,59.99999458,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,2.0164999999999997,0.8489000000000004,0.8735999999999997,3.739,-0.444457304,1.1429,Z-scheme_A,Z-scheme_A,,,,,,,,
9306,B2S3-2dm-3796/V2CoO6-2dm-3124,2.483401917,1.474,TRUE,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90,90,59.99999458,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,1.8521999999999998,1.5360000000000005,1.0378999999999996,4.4261,-0.582465763,0.8143000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
9320,Bi2Te2S-2dm-3473/AuI-2dm-3495,2.225222601,3.798,FALSE,-4.4736,-5.9164,4.265416,4.265416835,27.069458,90,90,59.99999096,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.6746000000000003,0.4821,0.9607000000000001,3.1174000000000004,0.10756520300000005,0.7139000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
9372,Bi2Te2S-2dm-3473/TiNCl-2dm-3655,2.225222601,3.798,FALSE,-4.4736,-5.9164,4.265416,4.265416835,27.069458,90,90,59.99999096,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,1.1137999999999995,1.2168,0.3290000000000006,2.6596,-0.438774603,0.7847999999999988,Z-scheme_A,Z-scheme_A,,,,,,,,
9383,BiBrO-2dm-3406/Ba(BSe3)2-2dm-4261,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,Type-II_B,2.0218000000000003,2.1571,1.1833,5.3622,0.5594902149999998,0.8385000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
9385,BiBrO-2dm-3406/CuI-2dm-4972,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.4805,2.5032000000000005,0.8371999999999993,5.8209,0.6533939489999998,1.6433000000000009,Z-scheme_B,Z-scheme_B,,,,,,,,
9388,BiBrO-2dm-3406/CrO2-2dm-5091,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,2.4608999999999996,0.8476999999999997,0.8795000000000002,4.1880999999999995,-0.16256999,1.5813999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
9391,BiBrO-2dm-3406/AuI-2dm-3495,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.9162000000000003,2.6212999999999997,0.7191000000000001,5.256600000000001,0.7911234789999999,1.1971000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
9399,BiBrO-2dm-3406/VCl2-2dm-3622,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.580497711,2.143,FALSE,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90,90,120.0000044,Type-II_B,2.3673,1.6363000000000003,1.7040999999999995,5.7077,0.32828316599999985,0.6632000000000007,Z-scheme_B,Z-scheme_B,,,,,,,,
9421,BiBrO-2dm-3406/KH2N-2dm-3412,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.72879738,0.896,TRUE,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,Type-II_B,3.4709000000000003,3.3164,0.024,6.8113,0.17998349699999983,3.4469000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
26,Sb-2dm-3356/Sb2TeSe2-2dm-3937,1.984932896,2.178,FALSE,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90,90,60.00000208,2.230129228,3.86,FALSE,-4.6657,-5.8709,4.117986,4.117985577,27.164394,90,90,59.9999966,Type-II_A,1.2214,0.5926,0.6125999999999996,2.4265999999999996,-0.245196332,0.6088000000000005,Z-scheme_A,Z-scheme_A,-3.496198,-5.597075,-4.957071,-6.294682,2.100877,1.337611,1.004,0.625
9429,BiBrO-2dm-3406/Mn2CrO6-2dm-4419,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,3.036590256,2.287,FALSE,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,Type-II_A,2.7597999999999994,1.3821999999999992,0.5806000000000004,4.722599999999999,-0.127809379,2.179199999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
9433,BiBrO-2dm-3406/VI2-2dm-3251,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.173133607,2.612,FALSE,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,Type-II_B,2.1642,1.9223,1.4181,5.5046,0.7356472699999999,0.7461000000000002,Z-scheme_B,Z-scheme_B,,,,,,,,
9442,BiBrO-2dm-3406/GaN-2dm-2992,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,2.732714166,1.291,FALSE,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,Type-II_B,2.1594,2.0384,1.3019999999999996,5.4998000000000005,0.17606671099999982,0.8574000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
9455,CrCl3-2dm-3836/CuI-2dm-4972,2.641773738,2.221,FALSE,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.3107999999999995,2.959600000000001,1.0069,6.2773,0.38638680999999986,1.3038999999999996,Z-scheme_B,Z-scheme_B,,,,,,,,
9458,CrCl3-2dm-3836/CrO2-2dm-5091,2.641773738,2.221,FALSE,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,2.6306000000000003,0.3912999999999993,1.3359000000000005,4.3578,-0.429577129,1.2946999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
9461,CrCl3-2dm-3836/AuI-2dm-3495,2.641773738,2.221,FALSE,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.7464999999999997,3.0777,0.8888000000000007,5.713000000000001,0.52411634,0.8577,Z-scheme_B,Z-scheme_B,,,,,,,,
9494,CrCl3-2dm-3836/CuI-2dm-3638,2.641773738,2.221,FALSE,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.3487999999999998,2.9399000000000006,1.0266000000000002,6.315300000000001,0.3868330979999999,1.3221999999999996,Z-scheme_B,Z-scheme_B,,,,,,,,
9499,CrCl3-2dm-3836/Mn2CrO6-2dm-4419,2.641773738,2.221,FALSE,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,3.036590256,2.287,FALSE,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,Type-II_A,2.9295,0.9257999999999988,1.0370000000000008,4.8923,-0.394816518,1.8924999999999992,Z-scheme_A,Z-scheme_A,,,,,,,,
9522,InClO-2dm-3585/Ba(BSe3)2-2dm-4261,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,Type-II_B,1.964,2.8139000000000003,1.2411000000000003,6.019,0.6974802260000001,0.7228999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
9524,InClO-2dm-3585/CuI-2dm-4972,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.4227,3.160000000000001,0.8949999999999996,6.4777000000000005,0.7913839600000001,1.5277000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
9530,InClO-2dm-3585/AuI-2dm-3495,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.8584,3.2781000000000002,0.7769000000000004,5.913400000000001,0.9291134900000002,1.0814999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
9558,InClO-2dm-3585/CuBiO2-2dm-4048,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.85547074,2.148,FALSE,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,Type-II_B,2.2896,3.8261000000000003,0.22890000000000033,6.344600000000001,0.19130014800000028,2.0606999999999998,Z-scheme_B,Z-scheme_B,,,,,,,,
9560,InClO-2dm-3585/KH2N-2dm-3412,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.72879738,0.896,TRUE,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,Type-II_B,3.4131,3.9732000000000003,0.0818,7.468100000000001,0.3179735080000001,3.3312999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
9563,InClO-2dm-3585/CuI-2dm-3638,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.4607,3.1403000000000008,0.9146999999999998,6.515700000000001,0.7918302480000001,1.5460000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
9572,InClO-2dm-3585/VI2-2dm-3251,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.173133607,2.612,FALSE,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,Type-II_B,2.1064,2.5791000000000004,1.4759000000000002,6.1614,0.8736372810000002,0.6304999999999996,Z-scheme_B,Z-scheme_B,,,,,,,,
9581,InClO-2dm-3585/GaN-2dm-2992,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,2.732714166,1.291,FALSE,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,Type-II_B,2.1016,2.6952000000000007,1.3598,6.156600000000001,0.3140567220000001,0.7418,Z-scheme_B,Z-scheme_B,,,,,,,,
9595,SnClF-2dm-5132/CrO2-2dm-5091,2.949424838,3.182,FALSE,-3.7608,-7.2759,3.954906,3.954906,25.145386,90,90,90,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,3.4153,1.6273999999999997,0.0998,5.1425,-0.121926029,3.3154999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
9628,SnClF-2dm-5132/KH2N-2dm-3412,2.949424838,3.182,FALSE,-3.7608,-7.2759,3.954906,3.954906,25.145386,90,90,90,2.72879738,0.896,TRUE,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,Type-II_B,2.5165,2.5366999999999997,0.9784000000000002,6.0316,0.22062745800000005,1.5381,Z-scheme_B,Z-scheme_B,,,,,,,,
9656,SnClF-2dm-5132/V2CoO6-2dm-3124,2.949424838,3.182,FALSE,-3.7608,-7.2759,3.954906,3.954906,25.145386,90,90,90,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,2.3459,1.4047,1.1692,4.9198,-0.116442842,1.1766999999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
9659,CrBr3-2dm-3768/CuI-2dm-4972,2.485779505,2.094,FALSE,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.3095,2.0124000000000004,1.0081999999999995,5.3301,0.23039257699999993,1.3013000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
9662,CrBr3-2dm-3768/CrO2-2dm-5091,2.485779505,2.094,FALSE,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,2.6319,1.3384999999999998,0.38870000000000005,4.3591,-0.585571362,2.2432,Z-scheme_A,Z-scheme_A,,,,,,,,
9665,CrBr3-2dm-3768/AuI-2dm-3495,2.485779505,2.094,FALSE,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.7452,2.1304999999999996,0.8901000000000003,4.7658000000000005,0.36812210700000003,0.8550999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
9698,CrBr3-2dm-3768/CuI-2dm-3638,2.485779505,2.094,FALSE,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.3475,1.9927000000000001,1.0278999999999998,5.3681,0.23083886499999995,1.3196000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
9703,CrBr3-2dm-3768/Mn2CrO6-2dm-4419,2.485779505,2.094,FALSE,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,3.036590256,2.287,FALSE,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,Type-II_A,2.9307999999999996,1.8729999999999993,0.0898,4.893599999999999,-0.550810751,2.8409999999999993,Z-scheme_A,Z-scheme_A,,,,,,,,
9760,Ba(BSe3)2-2dm-4261/AuBrO2-2dm-4476,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,2.7731999999999997,1.3434999999999997,0.4319000000000006,4.5486,-0.453987626,2.341299999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
9765,Ba(BSe3)2-2dm-4261/SbClO-2dm-4179,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,2.0879999999999996,1.7958999999999996,1.1171000000000006,5.0009999999999994,-0.633266458,0.9709,Z-scheme_A,Z-scheme_A,,,,,,,,
9779,Ba(BSe3)2-2dm-4261/TiBrN-2dm-3460,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,2.57540809,2.896,TRUE,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Type-II_A,2.7354999999999996,1.0656999999999996,0.4696000000000007,4.2707999999999995,-0.226117428,2.265899999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
9783,Ba(BSe3)2-2dm-4261/TiNCl-2dm-3655,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,2.8939999999999997,1.2347000000000001,0.3111000000000006,4.4398,-0.314706542,2.582899999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
9790,PdCl2-2dm-3243/CuI-2dm-4972,2.366052932,2.159,FALSE,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.8396999999999997,2.0574000000000003,0.47799999999999976,5.3751,0.11066600400000004,2.3617,Z-scheme_B,Z-scheme_B,,,,,,,,
9793,PdCl2-2dm-3243/CrO2-2dm-5091,2.366052932,2.159,FALSE,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,3.071350867,2.308,FALSE,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,Type-II_A,2.1017,1.2934999999999999,0.4337,3.8289,-0.705297935,1.6680000000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
9796,PdCl2-2dm-3243/AuI-2dm-3495,2.366052932,2.159,FALSE,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,2.2754,2.1754999999999995,0.35990000000000055,4.8108,0.24839553400000014,1.9154999999999993,Z-scheme_B,Z-scheme_B,,,,,,,,
9803,PdCl2-2dm-3243/AuBr-2dm-4576,2.366052932,2.159,FALSE,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,2.245673035,2.161,FALSE,-3.0867,-6.0478,4.135507003,4.135507502,23.904198,90,90,91.07484666,Type-II_B,1.9876999999999998,1.5620000000000003,0.9733999999999998,4.5230999999999995,0.12037989700000029,1.0143,Z-scheme_B,Z-scheme_B,,,,,,,,
