Unnamed: 0,tags,Allen_electronegativity_A,E_vacum_level_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type_Allen_010_diff_06,label
4393,Sn(PS3)2-2dm-5267/CdI2-2dm-4402,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.514443922,2.391,-3.59,-7.0197,4.273197,4.273196614,23.435848,90.0,90.0,119.9999952,,0
4394,Sn(PS3)2-2dm-5267/InSe-2dm-3756,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90.0,90.0,69.93898404,,0
4395,Sn(PS3)2-2dm-5267/HfS3-2dm-3809,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,,0
4396,Sn(PS3)2-2dm-5267/GaTe-2dm-3099,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,,0
4397,Sn(PS3)2-2dm-5267/GeClF-2dm-4252,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,,0
4398,Sn(PS3)2-2dm-5267/SnBrF-2dm-3978,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,,0
4399,Sn(PS3)2-2dm-5267/Cu2WS4-2dm-4517,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90.0,90.0,90.0,,0
4400,Sn(PS3)2-2dm-5267/GaSe-2dm-3781,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90.0,90.0,120.0000061,,0
4401,Sn(PS3)2-2dm-5267/CuBiO2-2dm-4048,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90.0,90.0,,0
4402,Sn(PS3)2-2dm-5267/AuBrO2-2dm-4476,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0,,0
4403,Sn(PS3)2-2dm-5267/KH2N-2dm-3412,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90.0,90.0,90.0,,0
4404,Sn(PS3)2-2dm-5267/MnCl2-2dm-3745,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90.0,90.0,60.00000283,,0
4405,Sn(PS3)2-2dm-5267/GaS-2dm-3608,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90.0,90.0,119.9999962,,0
4406,Sn(PS3)2-2dm-5267/CuI-2dm-3638,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0,Z-scheme_B,1
4407,Sn(PS3)2-2dm-5267/SbClO-2dm-4179,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0,,0
4408,Sn(PS3)2-2dm-5267/SnO-2dm-3088,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90.0,90.0,98.56789069,,0
4409,Sn(PS3)2-2dm-5267/P-2dm-3043,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90.0,90.0,59.99999047,,0
4410,Sn(PS3)2-2dm-5267/Cu2WSe4-2dm-3107,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90.0,90.0,90.0,,0
4411,Sn(PS3)2-2dm-5267/Mn2CrO6-2dm-4419,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267,,0
4412,Sn(PS3)2-2dm-5267/BiClO-2dm-3678,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90.0,90.0,90.0,,0
4413,Sn(PS3)2-2dm-5267/Sn(BiTe2)2-2dm-5176,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90.0,90.0,59.99999196,,0
4414,Sn(PS3)2-2dm-5267/TeRhCl-2dm-3467,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90.0,90.0,90.0,,0
4415,Sn(PS3)2-2dm-5267/VI2-2dm-3251,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416,Z-scheme_B,1
4416,Sn(PS3)2-2dm-5267/Ge(Te2As)2-2dm-3605,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90.0,90.0,60.00000417,,0
4417,Sn(PS3)2-2dm-5267/GaS-2dm-4063,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90.0,90.0,60.00001572,,0
4418,Sn(PS3)2-2dm-5267/Mn(BiTe2)2-2dm-3199,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576,,0
4419,Sn(PS3)2-2dm-5267/GeS2-2dm-3352,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90.0,90.0,90.0,,0
4420,Sn(PS3)2-2dm-5267/CaO2-2dm-4188,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90.0,90.0,90.0,,0
4421,Sn(PS3)2-2dm-5267/TiBrN-2dm-3460,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90.0,90.0,90.0,,0
4422,Sn(PS3)2-2dm-5267/GaGeTe-2dm-4155,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90.0,90.0,60.00000436,,0
4423,Sn(PS3)2-2dm-5267/CaO-2dm-3363,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90.0,90.0,89.99665201,,0
4424,Sn(PS3)2-2dm-5267/GaN-2dm-2992,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90.0,90.0,119.9979565,,0
4425,Sn(PS3)2-2dm-5267/TiNCl-2dm-3655,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0,,0
4426,Sn(PS3)2-2dm-5267/TaI2O-2dm-3609,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90.0,90.0,,0
4427,Sn(PS3)2-2dm-5267/LiCuO-2dm-4132,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90.0,90.0,90.0,,0
4428,Sn(PS3)2-2dm-5267/Ca2CoO3-2dm-3010,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90.0,90.0,57.15536399,,0
4429,Sn(PS3)2-2dm-5267/CuClO2-2dm-5076,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0,Z-scheme_A,1
4430,Sn(PS3)2-2dm-5267/Cu2SO4-2dm-3586,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90.0,90.0,112.6376277,,0
4431,Sn(PS3)2-2dm-5267/V2CoO6-2dm-3124,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128,,0
4432,AgBiO2-2dm-5528/AgI-2dm-3794,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90.0,90.0,119.9999946,,0
4433,AgBiO2-2dm-5528/MoF5-2dm-4729,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,3.9039528,1.755,-8.3142,-8.7526,3.643951,4.478279,23.786277,90.0,90.0,90.0,,0
4434,AgBiO2-2dm-5528/AuClO2-2dm-3945,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0,,0
4435,AgBiO2-2dm-5528/Al2Zn2S5-2dm-3288,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.539946506,4.281,-2.8349,-5.3461,3.646636,3.646637007,31.887533,90.0,90.0,120.000009,,0
4436,AgBiO2-2dm-5528/Te3As2-2dm-5359,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.178027318,3.838,-4.1632,-5.1666,4.036619,4.036618731,27.303248,90.0,90.0,59.9999896,,0
4437,AgBiO2-2dm-5528/Al2Zn2S5-2dm-2999,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.540017268,4.299,-3.4313,-5.3965,3.641271,3.641271087,31.890956,90.0,90.0,120.0000083,,0
4438,AgBiO2-2dm-5528/As-2dm-3447,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.210777757,2.097,-3.6278,-4.8758,3.704816,4.680407,22.423865,90.0,90.0,90.0,,0
4439,AgBiO2-2dm-5528/AgI-2dm-4861,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.185013386,2.589,-3.2846,-6.4109,4.350368,4.350368,23.624085,90.0,90.0,90.0,,0
4440,AgBiO2-2dm-5528/Mg2Al2Se5-2dm-4027,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.268670427,3.939,-3.2131,-5.4725,3.878769,3.878769692,32.800694,90.0,90.0,120.0000026,,0
4441,AgBiO2-2dm-5528/AgN3-2dm-3449,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.650243418,1.231,-2.6282,-5.7116,5.409575,6.348511,21.248845,90.0,90.0,90.0,,0
4442,AgBiO2-2dm-5528/Mg(AlS2)2-2dm-3543,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.422797811,3.878,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90.0,90.0,59.99998984,,0
4443,AgBiO2-2dm-5528/Ag2SeO4-2dm-3267,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.880608401,1.475,-4.093,-7.1322,4.771557,6.485615546,22.026553,90.0,90.0,111.5835033,,0
4444,AgBiO2-2dm-5528/Al2Zn2S5-2dm-3191,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.540097735,4.295,-3.203,-5.3796,3.642073,3.642073475,31.894417,90.0,90.0,59.99999523,,0
4445,AgBiO2-2dm-5528/Al2ZnS4-2dm-3208,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.508125012,3.868,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90.0,90.0,59.99998878,,0
4446,AgBiO2-2dm-5528/Mg(AlSe2)2-2dm-4113,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.273420117,3.526,-3.296,-5.5381,3.885535,3.885534735,29.62725,90.0,90.0,60.00000626,,0
4447,AgBiO2-2dm-5528/AgBrO4-2dm-4961,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90.0,90.0,90.0,Z-scheme_A,1
