,tags,Allen_electronegativity_A,E_vacum_level_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type_Allen_010_diff_06
4564,AgI-2dm-3794/Ag2SeO4-2dm-3267,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.880608401,1.475,-4.093,-7.1322,4.771557,6.485615546,22.026553,90,90,111.5835033,
4565,AgI-2dm-3794/Al2Zn2S5-2dm-3191,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.540097735,4.295,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,
4566,AgI-2dm-3794/Al2ZnS4-2dm-3208,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.508125012,3.868,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,
4567,AgI-2dm-3794/Mg(AlSe2)2-2dm-4113,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.273420117,3.526,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,
4568,AgI-2dm-3794/AgBrO4-2dm-4961,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,
4569,AgI-2dm-3794/AgCl-2dm-5106,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.391668832,2.569,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,
4570,AgI-2dm-3794/WF5-2dm-4702,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Z-scheme_A
4571,AgI-2dm-3794/Ag2SO4-2dm-4885,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.909470637,1.433,-3.2547,-6.9291,4.952409,6.286010538,21.762309,90,90,113.1988299,
4572,AgI-2dm-3794/Ge2Te5As2-2dm-3653,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.00582062,5.262,-4.1603,-4.8172,4.117924,4.117924178,33.872384,90,90,119.9999986,
4573,AgI-2dm-3794/TiMn2O6-2dm-4397,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.081371048,2.211,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90,90,100.9309837,Z-scheme_A
4574,AgI-2dm-3794/As-2dm-3312,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.210777757,1.771,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90,90,59.99999675,
4575,AgI-2dm-3794/AsI3-2dm-5507,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.338189238,2.467,-3.9025,-6.7823,7.187054,7.187053703,23.36313,90,90,59.99999864,
4576,AgI-2dm-3794/AgNO3-2dm-4750,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.057361059,0.95,-2.7082,-6.8287,5.252387,5.25238712,20.973331,90,90,60.00000706,
4577,AgI-2dm-3794/Al2Te5-2dm-4985,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.091396898,2.677,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90,90,104.5753164,
4578,AgI-2dm-3794/SnSe2-2dm-4715,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.322136442,2.62,-5.1507,-6.59,3.851815,3.851815061,23.192878,90,90,119.9999909,
4579,AgI-2dm-3794/Bi2Te2S-2dm-4461,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.222796212,3.336,-4.6796,-5.4512,4.251572,4.251741,26.487177,90,90,90,
4580,AgI-2dm-3794/AgClO4-2dm-3393,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.121303775,1.448,-3.0838,-7.8699,4.804301,4.804301,21.726015,90,90,90,
4581,AgI-2dm-3794/NiBr2-2dm-3741,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.40840295,2.244,-4.074,-7.3548,3.646047,3.646047834,22.803043,90,90,59.9999985,
4582,AgI-2dm-3794/Sr(SnAs)2-2dm-4761,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,1.988757921,3.24,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90,90,59.9999839,
4583,AgI-2dm-3794/AuO2F-2dm-4797,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.174905366,1.66,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,Z-scheme_A
4584,AgI-2dm-3794/BiIO-2dm-3710,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.77269196,3.812,-4.6628,-6.9529,4.012014,4.012014,26.221992,90,90,90,
4585,AgI-2dm-3794/Ca3SiBr2-2dm-4523,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.248722003,1.607,-1.5932,-2.9143,4.531034,5.828534,24.856391,90,90,90,
4586,AgI-2dm-3794/CuSe2Br-2dm-4942,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.400343043,1.792,-4.6723,-6.3575,4.908693,7.754917,23.08857,90,90,90,
4587,AgI-2dm-3794/CuTe2Br-2dm-5156,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.297216264,2.155,-4.0989,-5.854,5.128019,8.228238,22.97503,90,90,90,
4588,AgI-2dm-3794/BiI3-2dm-3628,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.313024995,2.437,-3.8473,-7.0898,7.596411,7.596411333,23.704174,90,90,59.9999971,
4589,AgI-2dm-3794/Br-2dm-5522,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.68516788,1.195,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,
4590,AgI-2dm-3794/CuBr-2dm-3405,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.384556157,1.176,-2.796,-5.5378,4.071361,4.071361703,20,90,90,120.0000187,
4591,AgI-2dm-3794/SbBrO-2dm-4701,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.90102591,3.626,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,
4592,AgI-2dm-3794/Bi2TeSe2-2dm-4503,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.244189767,3.637,-4.7558,-6.4206,4.23207,4.232069387,27.475999,90,90,60.00001084,
4593,AgI-2dm-3794/MnBr2-2dm-3606,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.404358252,2.169,-3.1609,-7.2941,3.851835,3.85183615,23.107331,90,90,119.9999987,
4594,AgI-2dm-3794/Bi2Te2Se-2dm-4819,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.183128935,3.721,-4.4877,-5.8598,4.304155,4.304156487,27.387606,90,90,60.00000374,
4595,AgI-2dm-3794/Bi2Te3-2dm-4406,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.119205791,3.886,-4.3906,-5.8357,4.390405,4.390405888,27.568998,90,90,59.99999916,
4596,AgI-2dm-3794/RhBr3-2dm-3618,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.356651834,2.164,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,
4597,AgI-2dm-3794/HfBrN-2dm-4609,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.579865264,2.721,-3.6349,-6.8806,3.559545,4.099471,25.912778,90,90,90,
4598,AgI-2dm-3794/IrBr3-2dm-3663,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.396897082,2.064,-3.6744,-6.7672,6.412737005,6.412735932,22.782597,90,90,119.9971717,
4599,AgI-2dm-3794/InBr3-2dm-4040,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.606551592,2.076,-4.0907,-8.1432,6.801092,6.80057897,23.172576,90,90,59.99736896,
4600,AgI-2dm-3794/Bi2Se3-2dm-4453,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.308254936,3.465,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,
4601,AgI-2dm-3794/B2S3-2dm-3796,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.483401917,1.474,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90,90,59.99999458,
4602,AgI-2dm-3794/Bi2Te2S-2dm-3473,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.225222601,3.798,-4.4736,-5.9164,4.265416,4.265416835,27.069458,90,90,59.99999096,
4603,AgI-2dm-3794/BiBrO-2dm-3406,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,
4604,AgI-2dm-3794/CrCl3-2dm-3836,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.641773738,2.221,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,
4605,AgI-2dm-3794/InClO-2dm-3585,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.046770888,3.102,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,
4606,AgI-2dm-3794/SnClF-2dm-5132,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.949424838,3.182,-3.7608,-7.2759,3.954906,3.954906,25.145386,90,90,90,
4607,AgI-2dm-3794/CrBr3-2dm-3768,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.485779505,2.094,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,
4608,AgI-2dm-3794/Ba(BSe3)2-2dm-4261,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.349290662,1.699,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,
4609,AgI-2dm-3794/PdCl2-2dm-3243,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.366052932,2.159,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,
4610,AgI-2dm-3794/CuI-2dm-4972,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.255386928,2.772,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,
4611,AgI-2dm-3794/InBrO-2dm-3667,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.958982969,3.052,-4.4898,-8.0557,3.663681,4.099551,25.978651,90,90,90,
4612,AgI-2dm-3794/CuSe2Cl-2dm-4225,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.446860134,1.775,-4.6957,-6.4044,4.911456,7.666946,22.779884,90,90,90,
4613,AgI-2dm-3794/CrO2-2dm-5091,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,
4614,AgI-2dm-3794/IrCl3-2dm-3776,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.536122635,2.173,-3.7088,-7.2785,6.092665794,6.092665625,22.53232,89.97743966,89.97743967,119.9797527,
4615,AgI-2dm-3794/BiBr3-2dm-3868,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.593917283,1.956,-4.1076,-7.8731,7.187321406,7.187321275,23.476143,90,90,120.0239718,
4616,AgI-2dm-3794/AuI-2dm-3495,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.117657398,2.63,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,
4617,AgI-2dm-3794/CuBr-2dm-3517,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.384526159,2.105,-3.2117,-6.3827,3.776496,3.776496,23.172597,90,90,90,
4618,AgI-2dm-3794/Sr2CoO3-2dm-4427,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.979105546,1.723,-1.2089,-2.6334,3.513043137,3.513041937,24.521056,90,90,90.58606222,
4619,AgI-2dm-3794/NiCl2-2dm-3432,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.52297708,2.362,-4.1104,-8.186,3.45607,3.456070139,22.61355,90,90,59.99998218,
4620,AgI-2dm-3794/CuTe2I-2dm-5239,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.218082663,2.359,-4.0904,-5.8118,5.167785,8.43491,23.272398,90,90,90,
4621,AgI-2dm-3794/LiCuO2-2dm-4683,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.069075982,1.292,-4.4811,-7.1514,2.67287,5.352604378,17.291106,83.97126687,90,90,
4622,AgI-2dm-3794/Ba2TiO4-2dm-3897,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.245545256,1.612,-0.6905,-3.9613,3.974519,3.974715,23.948238,90,90,90,
4623,AgI-2dm-3794/AuBr-2dm-4576,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.245673035,2.161,-3.0867,-6.0478,4.135507003,4.135507502,23.904198,90,90,91.07484666,
4624,AgI-2dm-3794/VCl2-2dm-3622,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.580497711,2.143,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90,90,120.0000044,
4625,AgI-2dm-3794/CuTe2Cl-2dm-4859,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,
4626,AgI-2dm-3794/Ge(BiTe2)2-2dm-3740,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,
4627,AgI-2dm-3794/RhCl3-2dm-3458,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,
4628,AgI-2dm-3794/HfS2-2dm-3834,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.349473434,2.466,-4.9353,-7.0287,3.633023,3.633023068,22.876961,90,90,120.0000085,
4629,AgI-2dm-3794/HfSe2-2dm-4424,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.199626883,2.322,-4.8264,-6.1361,3.76173,3.761729357,23.150314,90,90,120.0000057,
4630,AgI-2dm-3794/HfTeSe4-2dm-4723,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.276049764,2.42,-4.4662,-6.0393,3.852288,6.821241,23.212728,90,90,90,
4631,AgI-2dm-3794/GeI2-2dm-3455,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.11217965,2.576,-3.5736,-6.4057,4.254018,4.254017432,23.515878,90,90,120.0000044,
4632,AgI-2dm-3794/ZnI2-2dm-4716,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.486573761,2.518,-3.7767,-6.7691,4.06823,4.068230408,23.259981,90,90,60.00000332,
4633,AgI-2dm-3794/MnI2-2dm-3728,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.174099874,2.701,-3.2073,-6.4739,4.126205,4.126204446,23.320309,90,90,119.9999964,
4634,AgI-2dm-3794/InSe-2dm-3459,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.234884542,3.053,-4.2254,-6.5347,4.050943,4.050942276,25.367028,90,90,60.00000225,
4635,AgI-2dm-3794/GaSe-2dm-3530,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.325840722,2.697,-3.5923,-6.395,3.796432,3.796431519,24.817544,90,90,120.0000042,
4636,AgI-2dm-3794/CdI2-2dm-4402,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.514443922,2.391,-3.59,-7.0197,4.273197,4.273196614,23.435848,90,90,119.9999952,
4637,AgI-2dm-3794/InSe-2dm-3756,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90,90,69.93898404,
4638,AgI-2dm-3794/HfS3-2dm-3809,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90,90,90,
4639,AgI-2dm-3794/GaTe-2dm-3099,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90,90,120.0000034,
4640,AgI-2dm-3794/GeClF-2dm-4252,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90,90,90,
4641,AgI-2dm-3794/SnBrF-2dm-3978,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90,90,90,
4642,AgI-2dm-3794/Cu2WS4-2dm-4517,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90,90,90,
4643,AgI-2dm-3794/GaSe-2dm-3781,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90,90,120.0000061,
4644,AgI-2dm-3794/CuBiO2-2dm-4048,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,
4645,AgI-2dm-3794/AuBrO2-2dm-4476,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Z-scheme_A
4646,AgI-2dm-3794/KH2N-2dm-3412,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,
4647,AgI-2dm-3794/MnCl2-2dm-3745,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90,90,60.00000283,
4648,AgI-2dm-3794/GaS-2dm-3608,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90,90,119.9999962,
4649,AgI-2dm-3794/CuI-2dm-3638,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,
4650,AgI-2dm-3794/SbClO-2dm-4179,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,
4651,AgI-2dm-3794/SnO-2dm-3088,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90,90,98.56789069,
4652,AgI-2dm-3794/P-2dm-3043,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90,90,59.99999047,
4653,AgI-2dm-3794/Cu2WSe4-2dm-3107,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90,90,90,
4654,AgI-2dm-3794/Mn2CrO6-2dm-4419,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,
4655,AgI-2dm-3794/BiClO-2dm-3678,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90,90,90,
4656,AgI-2dm-3794/Sn(BiTe2)2-2dm-5176,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90,90,59.99999196,
4657,AgI-2dm-3794/TeRhCl-2dm-3467,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90,90,90,
4658,AgI-2dm-3794/VI2-2dm-3251,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,
4659,AgI-2dm-3794/Ge(Te2As)2-2dm-3605,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90,90,60.00000417,
4660,AgI-2dm-3794/GaS-2dm-4063,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90,90,60.00001572,
4661,AgI-2dm-3794/Mn(BiTe2)2-2dm-3199,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,
4662,AgI-2dm-3794/GeS2-2dm-3352,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90,90,90,
4663,AgI-2dm-3794/CaO2-2dm-4188,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90,90,90,
4664,AgI-2dm-3794/TiBrN-2dm-3460,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Z-scheme_A
4665,AgI-2dm-3794/GaGeTe-2dm-4155,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90,90,60.00000436,
4666,AgI-2dm-3794/CaO-2dm-3363,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90,90,89.99665201,
4667,AgI-2dm-3794/GaN-2dm-2992,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,
4668,AgI-2dm-3794/TiNCl-2dm-3655,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Z-scheme_A
4669,AgI-2dm-3794/TaI2O-2dm-3609,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90,90,
4670,AgI-2dm-3794/LiCuO-2dm-4132,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90,90,90,
4671,AgI-2dm-3794/Ca2CoO3-2dm-3010,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90,90,57.15536399,
4672,AgI-2dm-3794/CuClO2-2dm-5076,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Z-scheme_A
4673,AgI-2dm-3794/Cu2SO4-2dm-3586,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90,90,112.6376277,
4674,AgI-2dm-3794/V2CoO6-2dm-3124,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Z-scheme_A
4675,MoF5-2dm-4729/AuClO2-2dm-3945,3.9039528,1.755,-8.3142,-8.7526,3.643951,4.478279,23.786277,90,90,90,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90,90,90,
